,WRIST,THUMB_CMC,THUMB_MCP,THUMB_IP,THUMB_TIP,INDEX_FINGER_MCP,INDEX_FINGER_PIP,INDEX_FINGER_DIP,INDEX_FINGER_TIP,MIDDLE_FINGER_MCP,MIDDLE_FINGER_PIP,MIDDLE_FINGER_DIP,MIDDLE_FINGER_TIP,RING_FINGER_MCP,RING_FINGER_PIP,RING_FINGER_DIP,RING_FINGER_TIP,PINKY_MCP,PINKY_PIP,PINKY_DIP,PINKY_TIP,LABEL
1230,"(0.5988203287124634, 0.09932349622249603, -7.072470907587558e-05)","(0.539167046546936, 0.11688810586929321, 0.02542446181178093)","(0.5135983228683472, 0.18002301454544067, 0.04304969310760498)","(0.5113705396652222, 0.23868930339813232, 0.06651975959539413)","(0.5153647661209106, 0.2804097533226013, 0.09432119131088257)","(0.5107014775276184, 0.25138458609580994, -0.03771776333451271)","(0.4876980781555176, 0.3386269509792328, 0.005108357407152653)","(0.49104583263397217, 0.31889161467552185, 0.05388833209872246)","(0.5006579756736755, 0.294258713722229, 0.08343181014060974)","(0.5413274168968201, 0.2742159068584442, -0.031152838841080666)","(0.5160704851150513, 0.36261099576950073, 0.011811807751655579)","(0.5145761966705322, 0.3379436135292053, 0.061721544712781906)","(0.5195059180259705, 0.31143108010292053, 0.08866070210933685)","(0.5698093771934509, 0.2824786603450775, -0.015094328671693802)","(0.5425357222557068, 0.3570374548435211, 0.026015112176537514)","(0.5373620986938477, 0.3312681317329407, 0.06767074018716812)","(0.5428048968315125, 0.3049464225769043, 0.08690650761127472)","(0.5935783386230469, 0.2832627594470978, 0.0055817849934101105)","(0.5677114129066467, 0.33369576930999756, 0.03951048105955124)","(0.5596579313278198, 0.31370222568511963, 0.06740477681159973)","(0.5630928874015808, 0.2926097512245178, 0.0850287526845932)",Position
1231,"(0.5970911979675293, 0.09821420907974243, -7.200733671197668e-05)","(0.5383715033531189, 0.117580845952034, 0.026418326422572136)","(0.5130484700202942, 0.18138602375984192, 0.04319431260228157)","(0.5111509561538696, 0.24042721092700958, 0.06586980819702148)","(0.5164095759391785, 0.28255587816238403, 0.0923146978020668)","(0.5100618600845337, 0.2505491375923157, -0.03978220373392105)","(0.4874042272567749, 0.33923766016960144, 0.0051331971772015095)","(0.49131056666374207, 0.31916624307632446, 0.05559476092457771)","(0.5008248686790466, 0.2942361831665039, 0.08556876331567764)","(0.5410643219947815, 0.27298179268836975, -0.033638179302215576)","(0.5167162418365479, 0.36216890811920166, 0.01112574152648449)","(0.5154194831848145, 0.33773666620254517, 0.06324927508831024)","(0.5199898481369019, 0.31106749176979065, 0.09145031124353409)","(0.570267379283905, 0.2805768847465515, -0.017881186679005623)","(0.5434975624084473, 0.3544258177280426, 0.02585039660334587)","(0.537766695022583, 0.329243928194046, 0.06908749043941498)","(0.5424187183380127, 0.30370914936065674, 0.0889711007475853)","(0.5947484970092773, 0.28029048442840576, 0.00241520581766963)","(0.5691520571708679, 0.32868489623069763, 0.03848167881369591)","(0.560643196105957, 0.3096325099468231, 0.06703869998455048)","(0.5633400678634644, 0.2903331220149994, 0.084410160779953)",Position
1232,"(0.5971471071243286, 0.09637264907360077, -7.230429764604196e-05)","(0.5385173559188843, 0.11667400598526001, 0.026536725461483)","(0.5133876800537109, 0.18151423335075378, 0.0426916778087616)","(0.5114609003067017, 0.2413049340248108, 0.0644654780626297)","(0.5156374573707581, 0.28420981764793396, 0.09003117680549622)","(0.5093508958816528, 0.24849554896354675, -0.04537734016776085)","(0.4863537847995758, 0.33636870980262756, -0.000511748599819839)","(0.49160096049308777, 0.31501156091690063, 0.05051076412200928)","(0.5017991662025452, 0.2898620367050171, 0.08068282157182693)","(0.5403862595558167, 0.2713192105293274, -0.040248654782772064)","(0.5148707032203674, 0.36054980754852295, 0.002953124698251486)","(0.5147768259048462, 0.33519870042800903, 0.05358850955963135)","(0.5201205611228943, 0.30842864513397217, 0.08023406565189362)","(0.5693037509918213, 0.28027141094207764, -0.02471163496375084)","(0.5413718819618225, 0.35429251194000244, 0.018152639269828796)","(0.5370355248451233, 0.327558308839798, 0.06049548089504242)","(0.542791485786438, 0.30077725648880005, 0.07913583517074585)","(0.593357503414154, 0.28210747241973877, -0.004662388935685158)","(0.5664000511169434, 0.33090463280677795, 0.03155266121029854)","(0.5591717958450317, 0.30908137559890747, 0.0605681873857975)","(0.5633730292320251, 0.287750244140625, 0.0779375210404396)",Position
1233,"(0.5972647070884705, 0.09532317519187927, -6.751023465767503e-05)","(0.5384552478790283, 0.11625871062278748, 0.026130327954888344)","(0.5134081244468689, 0.18118742108345032, 0.04283581301569939)","(0.5105273723602295, 0.2407442331314087, 0.0649712085723877)","(0.513733446598053, 0.2841469943523407, 0.09097937494516373)","(0.5093374848365784, 0.24790023267269135, -0.04257119819521904)","(0.4869239330291748, 0.33605584502220154, 0.0021355559583753347)","(0.4911937415599823, 0.31625351309776306, 0.05282391980290413)","(0.5008140206336975, 0.29167693853378296, 0.08280299603939056)","(0.5399669408798218, 0.27011746168136597, -0.036873720586299896)","(0.5152471661567688, 0.3599671721458435, 0.006772766355425119)","(0.5140607953071594, 0.33635905385017395, 0.05759654939174652)","(0.5184938907623291, 0.31043675541877747, 0.08510243892669678)","(0.5688151121139526, 0.2788352072238922, -0.021173594519495964)","(0.5415342450141907, 0.35249340534210205, 0.021939415484666824)","(0.5365568995475769, 0.32710036635398865, 0.06389585882425308)","(0.5417208075523376, 0.3015383780002594, 0.08248872309923172)","(0.5931507349014282, 0.280809223651886, -0.001011442975141108)","(0.5673045516014099, 0.3301105499267578, 0.034809861332178116)","(0.5594635009765625, 0.3103354275226593, 0.06303707510232925)","(0.5627644062042236, 0.29072535037994385, 0.0800384134054184)",Position
1234,"(0.5989037156105042, 0.09501177072525024, -5.646507634082809e-05)","(0.5416058301925659, 0.11615577340126038, 0.026552464812994003)","(0.5165517330169678, 0.17924882471561432, 0.04524011164903641)","(0.512331485748291, 0.23409108817577362, 0.06913522630929947)","(0.5144168734550476, 0.27666741609573364, 0.0972181037068367)","(0.5116829872131348, 0.24978235363960266, -0.03417493775486946)","(0.4903833866119385, 0.3391588032245636, 0.0076143271289765835)","(0.4900761842727661, 0.3294219374656677, 0.058937255293130875)","(0.4962138533592224, 0.30977100133895874, 0.09182646125555038)","(0.5424119830131531, 0.27090588212013245, -0.027367500588297844)","(0.5185813307762146, 0.36078041791915894, 0.013091851025819778)","(0.513468325138092, 0.3434012234210968, 0.06732857972383499)","(0.5153027176856995, 0.32047539949417114, 0.1002923846244812)","(0.5712863802909851, 0.27797403931617737, -0.011494227685034275)","(0.5450970530509949, 0.35121554136276245, 0.028362154960632324)","(0.5366905927658081, 0.3307729661464691, 0.0743534117937088)","(0.5392032265663147, 0.3075469136238098, 0.09934183210134506)","(0.5955848693847656, 0.27757105231285095, 0.008446757681667805)","(0.5716313123703003, 0.3248659372329712, 0.04202033206820488)","(0.5610026121139526, 0.30949968099594116, 0.07100694626569748)","(0.5613301992416382, 0.292043536901474, 0.09107762575149536)",Position
1235,"(0.6003000736236572, 0.09723477065563202, -5.727881580241956e-05)","(0.5425541400909424, 0.11742997169494629, 0.02479146048426628)","(0.5171327590942383, 0.18072792887687683, 0.04207708686590195)","(0.5138974785804749, 0.23736216127872467, 0.06521452218294144)","(0.5182170867919922, 0.2792714834213257, 0.0923251211643219)","(0.5139846205711365, 0.2504461705684662, -0.03933591768145561)","(0.49165236949920654, 0.3415355086326599, 0.002917180536314845)","(0.4918774664402008, 0.32651418447494507, 0.053602516651153564)","(0.4991680383682251, 0.3030630946159363, 0.08570931851863861)","(0.5446162819862366, 0.27201083302497864, -0.03153575211763382)","(0.520052433013916, 0.36330050230026245, 0.010726426728069782)","(0.5155766010284424, 0.34117236733436584, 0.06372366100549698)","(0.5182384252548218, 0.3151555061340332, 0.09400739520788193)","(0.5732879042625427, 0.2788579761981964, -0.01444240938872099)","(0.5464886426925659, 0.3517998456954956, 0.027586672455072403)","(0.5389600992202759, 0.3280944228172302, 0.07179471850395203)","(0.5425834655761719, 0.3033435046672821, 0.0938795804977417)","(0.5969674587249756, 0.27780038118362427, 0.006614429876208305)","(0.5717539191246033, 0.32356297969818115, 0.041899994015693665)","(0.5618653297424316, 0.3054860830307007, 0.07009841501712799)","(0.5635661482810974, 0.2865932881832123, 0.08861077576875687)",Position
1236,"(0.6006417870521545, 0.09483255445957184, -6.088150621508248e-05)","(0.5426933169364929, 0.11473764479160309, 0.024932440370321274)","(0.5161431431770325, 0.1788405328989029, 0.041476935148239136)","(0.5118386745452881, 0.2386201024055481, 0.06381364166736603)","(0.5154438614845276, 0.28143027424812317, 0.0906495749950409)","(0.5161039233207703, 0.24869278073310852, -0.034231238067150116)","(0.49382543563842773, 0.3424864709377289, 0.005909720901399851)","(0.4917612075805664, 0.3335343897342682, 0.05527884513139725)","(0.4971202313899994, 0.3133313059806824, 0.08751673251390457)","(0.5468442440032959, 0.27144986391067505, -0.027544841170310974)","(0.5227513909339905, 0.36529070138931274, 0.013532312586903572)","(0.515893280506134, 0.3465953469276428, 0.06664393097162247)","(0.5169097781181335, 0.32149338722229004, 0.09845176339149475)","(0.5756881237030029, 0.27767354249954224, -0.012221953831613064)","(0.5490700006484985, 0.3538473844528198, 0.02831447310745716)","(0.5398705005645752, 0.33201712369918823, 0.07180905342102051)","(0.5423040986061096, 0.30680063366889954, 0.09398998320102692)","(0.5994213819503784, 0.2744215130805969, 0.006910414434969425)","(0.5752861499786377, 0.3225586712360382, 0.040939413011074066)","(0.564579963684082, 0.3060438334941864, 0.06833938509225845)","(0.5651529431343079, 0.28679975867271423, 0.08680883049964905)",Position
1237,"(0.6004927158355713, 0.09840388596057892, -6.060503801563755e-05)","(0.5425133109092712, 0.11816272139549255, 0.025683922693133354)","(0.5172196626663208, 0.18285730481147766, 0.04337191954255104)","(0.5146337151527405, 0.24288208782672882, 0.06626033782958984)","(0.5191215872764587, 0.28543731570243835, 0.0930921658873558)","(0.515626072883606, 0.25090208649635315, -0.03610570728778839)","(0.4941352903842926, 0.34685218334198, 0.006050390191376209)","(0.49419841170310974, 0.334017813205719, 0.055780574679374695)","(0.5007283091545105, 0.31163835525512695, 0.08752322196960449)","(0.5458395481109619, 0.27293530106544495, -0.029811860993504524)","(0.52131187915802, 0.3661508560180664, 0.013399765826761723)","(0.5166801810264587, 0.3441437780857086, 0.06459242850542068)","(0.5188469886779785, 0.3180561065673828, 0.09306023269891739)","(0.5741502046585083, 0.2802078127861023, -0.014341708272695541)","(0.5470613241195679, 0.35657545924186707, 0.027488714084029198)","(0.5398416519165039, 0.3329227566719055, 0.06964778900146484)","(0.5436029434204102, 0.30751359462738037, 0.08964390307664871)","(0.5977627038955688, 0.2790280878543854, 0.005001396872103214)","(0.5728672742843628, 0.3292142450809479, 0.039995454251766205)","(0.5638092756271362, 0.31101781129837036, 0.0679362565279007)","(0.5660818815231323, 0.29127737879753113, 0.0857556015253067)",Release
1238,"(0.6014795303344727, 0.0957995057106018, -6.022962406859733e-05)","(0.5434896349906921, 0.11564420163631439, 0.025188550353050232)","(0.517507791519165, 0.18011590838432312, 0.042732417583465576)","(0.5128782391548157, 0.2401784509420395, 0.06578723341226578)","(0.5153375267982483, 0.283773273229599, 0.09254638105630875)","(0.5175212621688843, 0.2503553032875061, -0.03307070955634117)","(0.4958772361278534, 0.34736284613609314, 0.0065612755715847015)","(0.49271342158317566, 0.3442344665527344, 0.057458553463220596)","(0.49666836857795715, 0.3271118104457855, 0.09157343953847885)","(0.5486187934875488, 0.27227500081062317, -0.0263784509152174)","(0.5246572494506836, 0.36663100123405457, 0.014993180520832539)","(0.5172021985054016, 0.3495064377784729, 0.07059478014707565)","(0.5175567269325256, 0.32550913095474243, 0.10461346805095673)","(0.577483057975769, 0.27774184942245483, -0.011352429166436195)","(0.5510392189025879, 0.35540175437927246, 0.028493018820881844)","(0.5412534475326538, 0.3354487419128418, 0.0740148201584816)","(0.5434017777442932, 0.3110494017601013, 0.09833137691020966)","(0.601144552230835, 0.27405989170074463, 0.007417191751301289)","(0.5774034261703491, 0.3250950872898102, 0.04030369594693184)","(0.5663690567016602, 0.30948999524116516, 0.06858664005994797)","(0.5663527846336365, 0.28969553112983704, 0.08832153677940369)",Release
1239,"(0.6016285419464111, 0.09211434423923492, -6.42814120510593e-05)","(0.5441873669624329, 0.11535215377807617, 0.02729637362062931)","(0.5184997916221619, 0.1791059672832489, 0.04500921443104744)","(0.5131843090057373, 0.24005083739757538, 0.06670692563056946)","(0.5142918825149536, 0.28669917583465576, 0.09229529649019241)","(0.5171850919723511, 0.24591663479804993, -0.030724938958883286)","(0.49693620204925537, 0.34605735540390015, 0.00446883961558342)","(0.4927610456943512, 0.350935697555542, 0.05233044549822807)","(0.49480748176574707, 0.3395167589187622, 0.08613990992307663)","(0.5468936562538147, 0.2689266800880432, -0.02579236961901188)","(0.5233602523803711, 0.36487454175949097, 0.01081403624266386)","(0.515020489692688, 0.3534685969352722, 0.06433191150426865)","(0.5140071511268616, 0.3322744071483612, 0.09903876483440399)","(0.5747888088226318, 0.27749475836753845, -0.012334412895143032)","(0.5484994649887085, 0.35711920261383057, 0.024097656831145287)","(0.537710428237915, 0.34176668524742126, 0.07007613033056259)","(0.5381869077682495, 0.31967782974243164, 0.09631594270467758)","(0.598281741142273, 0.2771332561969757, 0.004793612752109766)","(0.5745701193809509, 0.3326038718223572, 0.03729221224784851)","(0.5631368160247803, 0.32031309604644775, 0.0673995316028595)","(0.5621744394302368, 0.3020887076854706, 0.08928749710321426)",Release
