,WRIST,THUMB_CMC,THUMB_MCP,THUMB_IP,THUMB_TIP,INDEX_FINGER_MCP,INDEX_FINGER_PIP,INDEX_FINGER_DIP,INDEX_FINGER_TIP,MIDDLE_FINGER_MCP,MIDDLE_FINGER_PIP,MIDDLE_FINGER_DIP,MIDDLE_FINGER_TIP,RING_FINGER_MCP,RING_FINGER_PIP,RING_FINGER_DIP,RING_FINGER_TIP,PINKY_MCP,PINKY_PIP,PINKY_DIP,PINKY_TIP,LABEL
1370,"(0.260270893573761, 0.4907798171043396, -9.831616625888273e-05)","(0.2007150948047638, 0.49114909768104553, 0.07673153281211853)","(0.1671307533979416, 0.4464893937110901, 0.10713371634483337)","(0.1563154011964798, 0.3901514410972595, 0.12969458103179932)","(0.15732310712337494, 0.3509686589241028, 0.1506422460079193)","(0.12846235930919647, 0.4047239124774933, 0.040770526975393295)","(0.12208618223667145, 0.30733156204223633, 0.0902784913778305)","(0.14177101850509644, 0.30962368845939636, 0.12204482406377792)","(0.15521016716957092, 0.3352203369140625, 0.13413360714912415)","(0.14480708539485931, 0.3583308756351471, 0.013996636494994164)","(0.13254141807556152, 0.2624136209487915, 0.06563719362020493)","(0.15429270267486572, 0.2686057686805725, 0.09941840171813965)","(0.16773942112922668, 0.29363957047462463, 0.1114339604973793)","(0.17126108705997467, 0.32000797986984253, -0.0023941986728459597)","(0.15198008716106415, 0.22965100407600403, 0.044802334159612656)","(0.17342321574687958, 0.24022908508777618, 0.07864188402891159)","(0.18705756962299347, 0.2675316035747528, 0.09200437366962433)","(0.2046409249305725, 0.2878803610801697, -0.013191753067076206)","(0.18373818695545197, 0.21917015314102173, 0.029833465814590454)","(0.19507719576358795, 0.23537158966064453, 0.05912885069847107)","(0.2057836353778839, 0.26263636350631714, 0.07531990855932236)",Grasp
1371,"(0.2582337260246277, 0.4762604832649231, -9.00891245692037e-05)","(0.2005782574415207, 0.47989219427108765, 0.07578013837337494)","(0.16692426800727844, 0.43703493475914, 0.10781658440828323)","(0.15621715784072876, 0.3822507858276367, 0.13160231709480286)","(0.15543653070926666, 0.34711748361587524, 0.15425200760364532)","(0.12833383679389954, 0.39654460549354553, 0.04357581585645676)","(0.12110807001590729, 0.3035529851913452, 0.09349280595779419)","(0.14065292477607727, 0.302833616733551, 0.12653449177742004)","(0.15469776093959808, 0.3252699673175812, 0.1400974988937378)","(0.14333005249500275, 0.348604291677475, 0.018281346186995506)","(0.1281154602766037, 0.2543407082557678, 0.06989850103855133)","(0.14863541722297668, 0.2551231384277344, 0.1086726114153862)","(0.1631375104188919, 0.27584463357925415, 0.12719909846782684)","(0.16944213211536407, 0.3100331425666809, 0.002738788491114974)","(0.14776328206062317, 0.22239258885383606, 0.049248531460762024)","(0.1671593338251114, 0.22802741825580597, 0.08618014305830002)","(0.1809852570295334, 0.25118884444236755, 0.1038459911942482)","(0.2030390202999115, 0.2777138948440552, -0.007289460394531488)","(0.18090912699699402, 0.21188394725322723, 0.034296777099370956)","(0.19024842977523804, 0.22520792484283447, 0.06478318572044373)","(0.20075064897537231, 0.25044795870780945, 0.08344783633947372)",Grasp
1372,"(0.25689977407455444, 0.46749478578567505, -9.901857265504077e-05)","(0.2004534751176834, 0.4748549163341522, 0.0695715844631195)","(0.16567634046077728, 0.42941877245903015, 0.0986718162894249)","(0.15787753462791443, 0.3694207966327667, 0.12102669477462769)","(0.1587599813938141, 0.332705557346344, 0.14238010346889496)","(0.12883037328720093, 0.3977430760860443, 0.03310780972242355)","(0.11824671179056168, 0.29861342906951904, 0.07801137864589691)","(0.1387939751148224, 0.2970563769340515, 0.10902295261621475)","(0.15287601947784424, 0.32095885276794434, 0.12134002894163132)","(0.14465200901031494, 0.3507017195224762, 0.009289862588047981)","(0.12467323243618011, 0.2516677975654602, 0.054163817316293716)","(0.14555206894874573, 0.25102555751800537, 0.09103327244520187)","(0.16054464876651764, 0.2711181640625, 0.1088319718837738)","(0.17055952548980713, 0.3121710419654846, -0.0053604599088430405)","(0.14412346482276917, 0.22079746425151825, 0.03424317389726639)","(0.1640535295009613, 0.2261647880077362, 0.06913019716739655)","(0.17845162749290466, 0.24928927421569824, 0.08631271868944168)","(0.20343653857707977, 0.2789180874824524, -0.014507093466818333)","(0.17790910601615906, 0.2117505967617035, 0.02159297838807106)","(0.18750539422035217, 0.22548827528953552, 0.05014052242040634)","(0.19904330372810364, 0.2505589425563812, 0.068034328520298)",Grasp
1373,"(0.2595827877521515, 0.4684317708015442, -0.00011489495955174789)","(0.20167629420757294, 0.47658830881118774, 0.06599052995443344)","(0.16537824273109436, 0.43573451042175293, 0.09169778972864151)","(0.15505832433700562, 0.37658125162124634, 0.11143853515386581)","(0.15672644972801208, 0.33640891313552856, 0.12992945313453674)","(0.12964946031570435, 0.4046473503112793, 0.022404413670301437)","(0.11618292331695557, 0.29826492071151733, 0.06835413724184036)","(0.1343000829219818, 0.29580891132354736, 0.10144452005624771)","(0.1464332938194275, 0.3189406394958496, 0.11429447680711746)","(0.14782291650772095, 0.35964348912239075, -0.00017036816279869527)","(0.12600131332874298, 0.26054978370666504, 0.047274328768253326)","(0.1459597945213318, 0.26632219552993774, 0.08524905145168304)","(0.15946784615516663, 0.2889365553855896, 0.09972577542066574)","(0.17453248798847198, 0.3218719959259033, -0.01365406159311533)","(0.14663445949554443, 0.23166072368621826, 0.029665110632777214)","(0.16594770550727844, 0.24499604105949402, 0.06559526920318604)","(0.1790667623281479, 0.27108678221702576, 0.08056392520666122)","(0.20643481612205505, 0.28849101066589355, -0.02132197469472885)","(0.1795925796031952, 0.22348128259181976, 0.016388915479183197)","(0.18859949707984924, 0.24059051275253296, 0.04655567556619644)","(0.19894903898239136, 0.2652447819709778, 0.06280909478664398)",Grasp
1374,"(0.25853461027145386, 0.48696449398994446, -0.00011664316843962297)","(0.19955280423164368, 0.4929497241973877, 0.05899454280734062)","(0.1629149168729782, 0.44746726751327515, 0.08054133504629135)","(0.1526239961385727, 0.3857332766056061, 0.09833509474992752)","(0.15432466566562653, 0.3438839018344879, 0.11546492576599121)","(0.1296321004629135, 0.4146381616592407, 0.004562394227832556)","(0.11458740383386612, 0.30901747941970825, 0.05294700711965561)","(0.13381513953208923, 0.31194067001342773, 0.09080513566732407)","(0.14624258875846863, 0.3388092517852783, 0.10637713223695755)","(0.15130053460597992, 0.3700239956378937, -0.014134938828647137)","(0.13012424111366272, 0.26971715688705444, 0.033288080245256424)","(0.14886194467544556, 0.2816207706928253, 0.07397216558456421)","(0.16164641082286835, 0.3080785274505615, 0.08846873044967651)","(0.18133793771266937, 0.33443018794059753, -0.022979920729994774)","(0.15450729429721832, 0.2406703233718872, 0.021429382264614105)","(0.171305850148201, 0.2596597671508789, 0.06015734374523163)","(0.18342642486095428, 0.28955456614494324, 0.07585973292589188)","(0.2155085951089859, 0.305318146944046, -0.02666832134127617)","(0.18924635648727417, 0.23694850504398346, 0.01114308275282383)","(0.1962592750787735, 0.25763756036758423, 0.043648507446050644)","(0.20573744177818298, 0.28543809056282043, 0.06012666970491409)",Grasp
1375,"(0.25763165950775146, 0.5058397054672241, -0.00010236821981379762)","(0.19999171793460846, 0.5121435523033142, 0.051982928067445755)","(0.16267657279968262, 0.46369415521621704, 0.06783708930015564)","(0.15358243882656097, 0.40004050731658936, 0.0821828693151474)","(0.15704753994941711, 0.35663846135139465, 0.09516851603984833)","(0.13212797045707703, 0.4284593462944031, -0.020986102521419525)","(0.11290320754051208, 0.32282865047454834, 0.027659224346280098)","(0.13366369903087616, 0.3317614793777466, 0.07115929573774338)","(0.14747753739356995, 0.3619430959224701, 0.08973385393619537)","(0.1588204801082611, 0.38306212425231934, -0.03615961968898773)","(0.13577920198440552, 0.2790299952030182, 0.009635314345359802)","(0.15280842781066895, 0.2946825325489044, 0.056934043765068054)","(0.16523654758930206, 0.3247954845428467, 0.07478439807891846)","(0.19325080513954163, 0.34917211532592773, -0.04139918088912964)","(0.16700942814350128, 0.25337421894073486, 0.005433364305645227)","(0.18117927014827728, 0.2749131917953491, 0.04932255297899246)","(0.19295091927051544, 0.3072366416454315, 0.06574717909097672)","(0.23047959804534912, 0.3235500454902649, -0.04259661212563515)","(0.20286637544631958, 0.25213006138801575, -0.004199359565973282)","(0.2072223573923111, 0.2737347483634949, 0.03022458404302597)","(0.2160564661026001, 0.30413714051246643, 0.045663926750421524)",Move
1376,"(0.268604576587677, 0.522094190120697, -7.540435035480186e-05)","(0.20812617242336273, 0.5277290344238281, 0.04681634530425072)","(0.17010410130023956, 0.4774966239929199, 0.060229286551475525)","(0.15930107235908508, 0.4122891426086426, 0.07408202439546585)","(0.16149690747261047, 0.3653148114681244, 0.08517169952392578)","(0.14585518836975098, 0.4335801303386688, -0.03180813044309616)","(0.12241172790527344, 0.32666540145874023, 0.016820291057229042)","(0.13847170770168304, 0.3363288640975952, 0.06349432468414307)","(0.15118297934532166, 0.36448875069618225, 0.0854966789484024)","(0.17522399127483368, 0.3888906240463257, -0.0429917573928833)","(0.1519492268562317, 0.2901027202606201, 0.010241727344691753)","(0.1655563861131668, 0.31115537881851196, 0.059636421501636505)","(0.177193284034729, 0.3428241014480591, 0.07657749950885773)","(0.20959970355033875, 0.3563239872455597, -0.043662142008543015)","(0.18251696228981018, 0.2663307189941406, 0.008475227281451225)","(0.19416630268096924, 0.29080405831336975, 0.05109947919845581)","(0.2061498463153839, 0.32493025064468384, 0.06346621364355087)","(0.24503272771835327, 0.33307498693466187, -0.04020296782255173)","(0.21773433685302734, 0.2657068967819214, -0.0013017826713621616)","(0.22159583866596222, 0.28768911957740784, 0.029133731499314308)","(0.23040606081485748, 0.3175778090953827, 0.04053695872426033)",Move
1377,"(0.28152865171432495, 0.5458667874336243, -6.283712718868628e-05)","(0.21944847702980042, 0.5476869344711304, 0.03829439729452133)","(0.17839685082435608, 0.4894094467163086, 0.043378207832574844)","(0.16552197933197021, 0.4139564037322998, 0.053040485829114914)","(0.16713875532150269, 0.36089375615119934, 0.06327468156814575)","(0.1661003679037094, 0.4446442425251007, -0.06271214038133621)","(0.13823865354061127, 0.33244648575782776, -0.016510596498847008)","(0.15518996119499207, 0.3545805811882019, 0.037372738122940063)","(0.1679868996143341, 0.38734525442123413, 0.0644705668091774)","(0.20000308752059937, 0.4047258496284485, -0.07225876301527023)","(0.17303019762039185, 0.2992480993270874, -0.021385809406638145)","(0.18513703346252441, 0.3281771242618561, 0.030833270400762558)","(0.19669651985168457, 0.3630236089229584, 0.04615603759884834)","(0.23595108091831207, 0.37648752331733704, -0.07013353705406189)","(0.2059488147497177, 0.2812366485595703, -0.015475464053452015)","(0.21556159853935242, 0.31463152170181274, 0.027774907648563385)","(0.22692042589187622, 0.3534468412399292, 0.03557708486914635)","(0.27066200971603394, 0.35521072149276733, -0.06565423309803009)","(0.24074773490428925, 0.28494539856910706, -0.021749529987573624)","(0.24459345638751984, 0.31344395875930786, 0.007504648994654417)","(0.2540377378463745, 0.34443336725234985, 0.014393321238458157)",Move
1378,"(0.30075109004974365, 0.5682455897331238, -7.24022975191474e-05)","(0.2416585385799408, 0.5648737549781799, 0.027163036167621613)","(0.202185720205307, 0.5018928050994873, 0.021876109763979912)","(0.18848517537117004, 0.42323192954063416, 0.023517275229096413)","(0.1863921582698822, 0.36534783244132996, 0.026225043460726738)","(0.1948966383934021, 0.4638800621032715, -0.08817674219608307)","(0.15904295444488525, 0.34738266468048096, -0.05363757163286209)","(0.17186135053634644, 0.3647962808609009, 0.0019287393661215901)","(0.18339167535305023, 0.3958137035369873, 0.03261503204703331)","(0.2294437438249588, 0.4267551302909851, -0.09625781327486038)","(0.19576992094516754, 0.3256727457046509, -0.058319736272096634)","(0.20730358362197876, 0.3580988645553589, -0.007208751980215311)","(0.21838802099227905, 0.39270177483558655, 0.010777855291962624)","(0.2643684148788452, 0.3994635343551636, -0.09321542829275131)","(0.22867560386657715, 0.3093857765197754, -0.04540447145700455)","(0.23746037483215332, 0.34747788310050964, -0.004152339417487383)","(0.24887260794639587, 0.38497304916381836, 0.0024480968713760376)","(0.29780811071395874, 0.37921246886253357, -0.08780937641859055)","(0.2654860019683838, 0.3075559437274933, -0.0503326877951622)","(0.26851388812065125, 0.3390926122665405, -0.024150749668478966)","(0.27690234780311584, 0.3701034486293793, -0.019403735175728798)",Move
1379,"(0.319160521030426, 0.5971096754074097, -0.00011589653149712831)","(0.2572208046913147, 0.5829781293869019, 0.015975553542375565)","(0.22068047523498535, 0.5111885070800781, 0.0011516179656609893)","(0.2080070525407791, 0.42517825961112976, -0.003708288772031665)","(0.205929234623909, 0.3625960052013397, -0.007913883775472641)","(0.2307661771774292, 0.48413100838661194, -0.11958416551351547)","(0.19028103351593018, 0.3580954372882843, -0.09764327853918076)","(0.19688764214515686, 0.361716628074646, -0.03806030750274658)","(0.20633520185947418, 0.3865043818950653, 0.001363043556921184)","(0.2700766921043396, 0.4547613263130188, -0.12253111600875854)","(0.22892451286315918, 0.343961238861084, -0.09504248946905136)","(0.23410581052303314, 0.3764517903327942, -0.04094136133790016)","(0.24384336173534393, 0.41145822405815125, -0.01859336718916893)","(0.306094765663147, 0.43377360701560974, -0.11408045887947083)","(0.2641429305076599, 0.33318209648132324, -0.07035955786705017)","(0.26557737588882446, 0.3749888837337494, -0.024890607222914696)","(0.2754138708114624, 0.41285744309425354, -0.01474975049495697)","(0.33662527799606323, 0.41973966360092163, -0.10320861637592316)","(0.30238646268844604, 0.33950352668762207, -0.06625401973724365)","(0.29809075593948364, 0.3721384108066559, -0.03428168222308159)","(0.30356764793395996, 0.4045315086841583, -0.02479790709912777)",Move
